ServiceApprovalNumber,Provider Approval Number,ServiceName,ProviderLegalName,ServiceType,ServiceAddress,Suburb,State,Postcode,Phone,Fax,Conditions on Approval,NumberOfApprovedPlaces,ServiceApprovalGrantedDate,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,Last Service Approval Transfer Date,Long Day Care,Preschool/Kindergarten - Part of a School,Preschool/Kindergarten - Stand alone,Outside school Hours Care - After School,Outside school Hours Care - Before School,Outside school Hours Care - Vacation Care,Other,Annual Monday Start Time,Annual Monday End Time,Annual Tuesday Start Time,Annual Tuesday End Time,Annual Wednesday Start Time,Annual Wednesday End Time,Annual Thursday Start Time,Annual Thursday End Time,Annual Friday Start Time,Annual Friday End Time,Annual Saturday Start Time,Annual Saturday End Time,Annual Sunday Start Time,Annual Sunday End Time,School Terms Only Session 1 Monday Start Time,School Terms Only Session 1 Monday End Time,School Terms Only Session 1 Tuesday Start Time,School Terms Only Session 1 Tuesday End Time,School Terms Only Session1 Wednesday Start Time,School Terms Only Session1 Wednesday End Time,School Terms Only Session1 Thursday Start Time,School Terms Only Session1 Thursday End Time,School Terms Only Session 1 Friday Start Time,School Terms Only Session 1 Friday End Time,School Terms Only Session 1 Saturday Start Time,School Terms Only Session 1 Saturday End Time,School Terms Only Session1 Sunday Start Time,School Terms Only Session 1 Sunday End Time,School Terms Only Session 2 Monday Start Time,School Terms Only Session 2 Monday End Time,School Terms Only Session 2 Tuesday Start Time,School Terms Only Session 2 Tuesday End Time,School Terms Only Session 2 Wednesday Start Time,School Terms Only Session 2 Wednesday End Time,School Terms Only Session 2 Thursday Start Time,School Terms Only Session2 Thursday End Time,School Terms Only Session 2 Friday Start Time,School Terms Only Session 2 Friday End Time,School Terms Only Session 2 Saturday Start Time,School Terms Only Session 2 Saturday End Time,School Terms Only Session 2 Sunday Start Time,School Terms Only Session 2 Sunday End Time,Holiday Care Monday Start Time,Holiday Care Monday End Time,Holiday Care Tuesday Start Time,Holiday Care Tuesday End Time,Holiday Care Wednesday Start Time,Holiday Care Wednesday End Time,Holiday Care Thursday Start Time,Holiday Care Thursday End Time,Holiday Care Friday Start Time,Holiday Care Friday End Time,Holiday Care Saturday Start Time,Holiday Care Saturday End Time,Holiday Care Sunday Start Time,Holiday Care Sunday End Time,Temporarily Closed,FullAddress,geometry,ClosestTrainStation,ClosestBusStation,DistanceToTrainStation_km,DistanceToBusStation_km
SE-00009620,PR-00004548,Yawarra Community and Child Care Centre,Yawarra Community & Child Care Centre Ltd,Centre-Based Care,24 Bidwill Sq,BIDWILL,NSW,2770,02 9628 8670,02 9628 8670,NA,30,14/02/2009,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,May 2023,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Aug 2017,NA,Yes,No,No,No,No,No,No,07:30:00,17:00:00,07:30:00,17:00:00,07:30:00,17:00:00,07:30:00,17:00:00,07:30:00,17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"24 Bidwill Sq, BIDWILL, NSW, 2770","c(150.824279389728, -33.73272160242)",Mount Druitt,Hillsbus Dural Depot,4.12065696489303,19.591112488592774
SE-00009621,PR-00005559,Yenda Preschool Kindergarten,Yenda Preschool Kindergarten Inc,Centre-Based Care,Bingar Street,YENDA,NSW,2681,02 6968 1335,NA,NA,51,20/02/2009,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec 2019,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Jul 2015,NA,No,No,Yes,No,No,No,No,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,08:00:00,16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"Bingar Street, YENDA, NSW, 2681","c(146.194410955272, -34.250771717366)",Griffith,Cootamundra Coach Bay,14.078990294678487,174.05894873547604
SE-00009622,PR-00005352,Yeoval Pre-School,Yeoval Pre School Inc,Centre-Based Care,King Street,YEOVAL,NSW,2868,0268464292,0268464292,NA,20,26/06/2009,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Feb 2024,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Oct 2018,NA,No,No,Yes,No,No,No,No,NA,NA,NA,NA,08:00:00,15:30:00,08:00:00,15:30:00,08:00:00,15:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"King Street, YEOVAL, NSW, 2868","c(148.64444314866, -32.749901352953)",Wellington,Mountain Shuttle Bus,35.75591922570077,114.82845418609108
SE-00009623,PR-00006958,Yogies PlayHouse Long Daycare Centre,A Guiding Hand Early Learning Centre Pty Ltd Trading as A Guiding Hand Family Trust,Centre-Based Care,6-8 Blackbutt Street,STANHOPE GARDENS,NSW,2768,0288244711,0288244811,NA,54,09/02/2007,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr 2021,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Aug 2018,30/11/2012,Yes,No,No,No,No,No,No,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"6-8 Blackbutt Street, STANHOPE GARDENS, NSW, 2768","c(150.918962373826, -33.726427589416)",Marayong,Hillsbus Dural Depot,2.803017945856225,10.922420434320946
SE-00009624,PR-00004637,Albyn Road Early Education Centre,Malek Group Pty Ltd,Centre-Based Care,19 Florence Street,STRATHFIELD,NSW,2135,0287216815,NA,NA,124,02/11/2008,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Oct 2022,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Oct 2017,07/04/2015,Yes,No,No,No,No,No,No,07:30:00,18:00:00,07:30:00,18:00:00,07:30:00,18:00:00,07:30:00,18:00:00,07:30:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"19 Florence Street, STRATHFIELD, NSW, 2135","c(151.083994503638, -33.878461105692)",Strathfield,STA Ryde Depot,1.2088593200749507,7.671799740649582
SE-00009625,PR-00004418,Yoorami Children's Centre,Penrith City Council,Centre-Based Care,7-11 Cottage St,WERRINGTON,NSW,2747,0401 995 579,NA,The approved provider must ensure that the number of children preschool age or under being educated and cared for at any one time at the service is no more than 90.,110,06/07/2007,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,May 2024,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Sep 2018,NA,Yes,No,No,Yes,Yes,Yes,No,06:30:00,18:00:00,06:30:00,18:00:00,06:30:00,18:00:00,06:30:00,18:00:00,06:30:00,18:00:00,NA,NA,NA,NA,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,15:00,18:00,NA,NA,NA,NA,06:30:00,09:00:00,06:30:00,09:00:00,06:30:00,09:00:00,06:30:00,09:00:00,06:30:00,09:00:00,NA,NA,NA,NA,06:30:00,18:00:00,06:30:00,18:00:00,06:30:00,18:00:00,06:30:00,18:00:00,06:30:00,18:00:00,NA,NA,NA,NA,No,"7-11 Cottage St, WERRINGTON, NSW, 2747","c(150.737620066264, -33.755694177819)",Kingswood,Hillsbus Dural Depot,1.6554703407295717,27.978627651988948
SE-00009626,PR-40005848,Bright Achievers Early Learning Centre,CAMADO PTY LTD,Centre-Based Care,8 Gymkhana Place,GLENWOOD,NSW,2768,8883 5289,NA,NA,40,06/05/2009,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov 2024,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec 2019,24/03/2016,Yes,No,No,No,No,No,No,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"8 Gymkhana Place, GLENWOOD, NSW, 2768","c(150.941460910692, -33.74183717358)",Seven Hills,"M2 Motorway, Oakes Rd",3.6530706904615826,9.455993642807027
SE-00009627,PR-00004763,Young Achievers Early Learning Centre,Memotrans Pty Ltd,Centre-Based Care,23 Boundary Road,LIVERPOOL,NSW,2170,0296008333,0296008333,NA,39,12/02/2007,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Feb 2023,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Jun 2018,NA,Yes,No,No,No,No,No,No,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"23 Boundary Road, LIVERPOOL, NSW, 2170","c(150.911502731457, -33.935688549623)",Casula,"M2 Motorway, Oakes Rd",1.610952012101237,22.974858580465128
SE-00009628,PR-00005061,Little Explorers Early Learning Centre,Little Explorers Early Learning Centre Pty Ltd,Centre-Based Care,113 John Street,MERRYLANDS,NSW,2160,0298977254,0297035747,NA,49,01/04/2009,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Oct 2022,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Oct 2017,12/12/2012,Yes,No,No,No,No,No,No,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"113 John Street, MERRYLANDS, NSW, 2160","c(151.001967941877, -33.83814658217)",Merrylands,"M2 Motorway, Oakes Rd",0.9036058850282298,9.460502416867945
SE-00009629,PR-00003318,Young Preschool Kindergarten,Young Pre School Kindergarten,Centre-Based Care,35 Brock Street,YOUNG,NSW,2594,0263821264,NA,NA,45,12/07/2007,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Nov 2024,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Aug 2019,NA,No,No,Yes,No,No,No,No,08:30:00,16:00:00,08:30:00,16:00:00,08:30:00,16:00:00,08:30:00,16:00:00,08:30:00,16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"35 Brock Street, YOUNG, NSW, 2594","c(148.305708928176, -34.308421725551)",Young,Cootamundra Coach Bay,0.8676059718183494,44.80503768643995
SE-00009630,PR-40001112,Milestones Early Learning Young,Affinity Education Group Pty Limited,Centre-Based Care,58 Thornhill Street,YOUNG,NSW,2594,0263824701,NA,NA,59,01/03/2008,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul 2021,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov 2017,04/12/2013,Yes,No,No,No,No,No,No,07:30:00,18:00:00,07:30:00,18:00:00,07:30:00,18:00:00,07:30:00,18:00:00,07:30:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"58 Thornhill Street, YOUNG, NSW, 2594","c(148.288770442963, -34.317236637844)",Young,Cootamundra Coach Bay,1.0018633599825435,43.1238807879988
SE-00009631,PR-00003546,Youngies Long Day Care Centre,Youngies Care Centre Pty Ltd,Centre-Based Care,12 De Meyrick Avenue,CASULA,NSW,2170,02 9734 0622,02 9734 0633,NA,36,29/11/2006,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Nov 2019,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan 2015,NA,Yes,No,No,No,No,No,No,06:00:00,19:00:00,06:00:00,19:00:00,06:00:00,19:00:00,06:00:00,19:00:00,06:00:00,19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"12 De Meyrick Avenue, CASULA, NSW, 2170","c(150.907759457318, -33.943336365718)",Casula,"M2 Motorway, Oakes Rd",0.8478393810862552,23.88176834005128
SE-00009632,PR-00003351,Your Kids Our Kids Child Care Centre,ESB Holdings Pty Ltd,Centre-Based Care,6 Metcalfe Avenue,MOOREBANK,NSW,2170,0296029555,NA,NA,29,29/01/2008,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Sep 2024,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Mar 2019,NA,Yes,No,No,No,No,No,No,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"6 Metcalfe Avenue, MOOREBANK, NSW, 2170","c(150.948256119596, -33.936856525921)",Liverpool,STA Ryde Depot,2.3463017796993215,20.882162322124966
SE-00009633,PR-00003350,Your Kids Our Kids Childcare Centre - Chipping Norton,EKB Holdings Pty Ltd,Centre-Based Care,13-15 Rugby Cres,CHIPPING NORTON,NSW,2170,0297553555,NA,NA,44,10/03/2011,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Oct 2024,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Jan 2019,NA,Yes,No,No,No,No,No,No,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,07:00:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"13-15 Rugby Cres, CHIPPING NORTON, NSW, 2170","c(150.955980462467, -33.918630957566)",Warwick Farm,STA Ryde Depot,2.0169485860810568,19.07335810942381
SE-00009634,PR-00003988,Yuluwirri Kids - Coonabarabran Preschool and Long Day Care,Warrumbungle Shire Council,Centre-Based Care,Cnr Bandulla Street and Newell Highway,COONABARABRAN,NSW,2357,0268492184,0268425558,NA,57,02/02/2009,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Mar 2021,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Apr 2016,NA,Yes,No,No,No,No,No,No,07:30:00,17:30:00,07:30:00,17:30:00,07:30:00,17:30:00,07:30:00,17:30:00,07:30:00,17:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"Cnr Bandulla Street and Newell Highway, COONABARABRAN, NSW, 2357","c(149.284332082274, -31.285043811093)",Boggabri,Mountain Shuttle Bus,96.90060924369546,242.37144807246608
SE-00009635,PR-40019526,Noahs Ark Learning Academy Botany,KYRMENANN PTY LTD,Centre-Based Care,8 Ramsgate Street,BOTANY,NSW,2019,0296664228,NA,NA,33,07/12/2006,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep 2024,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Mar 2019,19/02/2024,Yes,No,No,No,No,No,No,07:00:00,17:30:00,07:00:00,17:30:00,07:00:00,17:30:00,07:00:00,17:30:00,07:00:00,17:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"8 Ramsgate Street, BOTANY, NSW, 2019","c(151.200646036864, -33.945857181189)",Domestic Airport,UTS Shuttle Bus,2.2475468547298645,0.723303925182412
SE-00009636,PR-00003234,Edward Street Early Learning Centre,Siobhan Marie Bacon,Centre-Based Care,33 Edward Street,BOTANY,NSW,2019,0296957009,0296957008,NA,45,22/06/2009,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Oct 2022,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Jul 2019,NA,Yes,No,No,No,No,No,No,07:00:00,17:30:00,07:00:00,17:30:00,07:00:00,17:30:00,07:00:00,17:30:00,07:00:00,17:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"33 Edward Street, BOTANY, NSW, 2019","c(151.200172291696, -33.945016434391)",Domestic Airport,UTS Shuttle Bus,2.156777183547389,0.6273938522288719
SE-00009637,PR-00004582,ZL Little Kids School,Zofia Liwosz,Centre-Based Care,23 Gabriella Avenue,CECIL HILLS,NSW,2171,0298221390,NA,NA,29,19/05/2009,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Oct 2022,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Nov 2019,NA,Yes,No,No,No,No,No,No,07:00:00,17:30:00,07:00:00,17:30:00,07:00:00,17:30:00,07:00:00,17:30:00,07:00:00,17:30:00,NA,NA,NA,NA,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,07:00,17:30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:00:00,17:30:00,07:00:00,17:30:00,07:00:00,17:30:00,07:00:00,17:30:00,07:00:00,17:30:00,NA,NA,NA,NA,No,"23 Gabriella Avenue, CECIL HILLS, NSW, 2171","c(150.851936065989, -33.894560101393)",Liverpool,"M2 Motorway, Oakes Rd",7.749528682403935,23.067566075108846
SE-00009638,PR-40017687,Aeon Academy,AEON ARTS LTD.,Centre-Based Care,"Yarralumla Pre School/Primary, 24 Loftus St",YARRALUMLA,ACT,2600,0261423268,NA,NA,99,01/01/2012,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Jun 2021,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep 2015,05/11/2018,No,No,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:45,09:00,07:45,09:00,07:45,09:00,07:45,09:00,07:45,09:00,NA,NA,NA,NA,14:30:00,18:00:00,14:30:00,18:00:00,14:30:00,18:00:00,14:30:00,18:00:00,14:30:00,18:00:00,NA,NA,NA,NA,08:30:00,18:00:00,08:30:00,18:00:00,08:30:00,18:00:00,08:30:00,18:00:00,08:30:00,18:00:00,NA,NA,NA,NA,No,"Yarralumla Pre School/Primary, 24 Loftus St, YARRALUMLA, ACT, 2600","c(149.1025717692, -35.307236507212)",Alinga Street,Canberra Civic Coach Stop,4.068182936100318,3.885846088315036
SE-00009639,PR-00005799,Ainslie Out of School Hours Care,Ainslie Primary School P & C Assn After School Care Sub Committee,Centre-Based Care,"Ainslie Primary School, 33 Donaldson St",BRADDON,ACT,2612,0492951129,NA,NA,120,01/01/2012,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,May 2019,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Aug 2015,NA,No,No,No,Yes,Yes,Yes,No,15:00:00,18:00:00,15:00:00,18:00:00,15:00:00,18:00:00,15:00:00,18:00:00,15:00:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,NA,NA,NA,NA,No,"Ainslie Primary School, 33 Donaldson St, BRADDON, ACT, 2612","c(149.139330940852, -35.274038722401)",Elouera Street,Jolimont Centre,0.8467248947543414,1.0332994823544612
SE-00009641,PR-00005876,YWCA Canberra Aranda School Age Care,YWCA Canberra,Centre-Based Care,"Aranda Primary School, 1 Banambila St",ARANDA,ACT,2614,0448924615,NA,1.	There is a condition that the area with eaves outside the hall is consistently used as indoor space whenever there are more than 145 children in attendance at the service.,172,01/01/2012,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jun 2018,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Jul 2015,31/01/2024,No,Yes,No,Yes,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07:30,09:00,07:30,09:00,07:30,09:00,07:30,09:00,07:30,09:00,NA,NA,NA,NA,14:45:00,18:00:00,14:45:00,18:00:00,14:45:00,18:00:00,14:45:00,18:00:00,14:45:00,18:00:00,NA,NA,NA,NA,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,08:00:00,18:00:00,NA,NA,NA,NA,No,"Aranda Primary School, 1 Banambila St, ARANDA, ACT, 2614","c(149.080510432404, -35.25566475245)",Macarthur Avenue,ANU Bus Stop,4.723244205842705,4.726467390870055
SE-00009644,PR-00005808,Blue Gum Outside School Hours (BGOSH),Best Practice Education Group Limited,Centre-Based Care,U 1  114 Maitland St,HACKETT,ACT,2602,0262306776,NA,NA,28,01/01/2012,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Aug 2021,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jul 2015,NA,No,No,No,Yes,No,Yes,No,15:00:00,18:00:00,15:00:00,18:00:00,15:00:00,18:00:00,15:00:00,18:00:00,15:00:00,18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,"U 1  114 Maitland St, HACKETT, ACT, 2602","c(149.162524169852, -35.249989198172)",Phillip Avenue,Jolimont Centre,2.3136116492811403,4.339258789905464
